event_group	event_name	display_name	property	trigger_steps	trigger_url	login_state	event_property_groups	custom_event_properties	trigger_identify_call	expected_traits	source	destinations	automatable	test_notes	description	audit_status	audit_date	audit_notes
attribution	qclid	qclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	qclid:string	Yes	qclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 40,447 ; DataLabs PH 34,016 ; PostHog people: 74,463 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: qclid -> Expected: qclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	rdt_cid	rdt_cid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	rdt_cid:string	Yes	rdt_cid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: rdt_cid -> Expected: rdt_cid | SDK or vendor plumbing. Not authored by us. No action.
attribution	sccid	sccid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	sccid:string	Yes	sccid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 40,447 ; DataLabs PH 34,016 ; PostHog people: 74,463 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: sccid -> Expected: sccid | SDK or vendor plumbing. Not authored by us. No action.
attribution	ttclid	ttclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	ttclid:string	Yes	ttclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: ttclid -> Expected: ttclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	twclid	twclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	twclid:string	Yes	twclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,441 ; DataLabs PH 34,019 ; PostHog people: 76,460 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: twclid -> Expected: twclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	utm_campaign	utm_campaign	inc42 | datalabs | app	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	utm_campaign:string	Yes	utm_campaign = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 456,446 ; DataLabs PH 47,480 ; App PH 2 ; PostHog people: 503,928 ; blank rate: 14% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: utm_campaign -> Expected: utm_campaign | SDK or vendor plumbing. Not authored by us. No action.
attribution	utm_content	utm_content	inc42 | datalabs | app	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	utm_content:string	Yes	utm_content = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 354,173 ; DataLabs PH 47,036 ; App PH 2 ; PostHog people: 401,211 ; blank rate: 17% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: utm_content -> Expected: utm_content | SDK or vendor plumbing. Not authored by us. No action.
attribution	utm_medium	utm_medium	inc42 | datalabs | app	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	utm_medium:string	Yes	utm_medium = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 473,718 ; DataLabs PH 56,563 ; App PH 2 ; PostHog people: 530,283 ; blank rate: 11% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: utm_medium -> Expected: utm_medium | SDK or vendor plumbing. Not authored by us. No action.
attribution	utm_source	utm_source	inc42 | datalabs | app	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	utm_source:string	Yes	utm_source = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 328,774 ; DataLabs PH 57,304 ; App PH 2 ; PostHog people: 386,080 ; blank rate: 14% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: utm_source -> Expected: utm_source | SDK or vendor plumbing. Not authored by us. No action.
attribution	utm_term	utm_term	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	utm_term:string	Yes	utm_term = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 74,894 ; DataLabs PH 34,069 ; PostHog people: 108,963 ; blank rate: 70% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: utm_term -> Expected: utm_term | SDK or vendor plumbing. Not authored by us. No action.
attribution	wbraid	wbraid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	wbraid:string	Yes	wbraid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,425 ; DataLabs PH 34,019 ; PostHog people: 76,444 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: wbraid -> Expected: wbraid | SDK or vendor plumbing. Not authored by us. No action.
consent	unsubscribed	unsubscribed	inc42 | datalabs	Open the email preference centre from any Inc42 newsletter footer | toggle a preference | save | check the Customer.io profile	TODO-preference-centre-url	logged-in	consent	unsubscribed:string	Yes	unsubscribed = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	manual	Media CIO 4% ; DataLabs CIO <1% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: unsubscribed -> Expected: unsubscribed | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_continent	cio_continent	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_continent:string	No	cio_continent = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_continent -> Expected: cio_continent | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_id	cio_id	inc42 | datalabs | app	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_id:string	No	cio_id = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 100% ; DataLabs CIO 100% ; App CIO 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_id -> Expected: cio_id | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_iso_continent	cio_iso_continent	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_iso_continent:string	No	cio_iso_continent = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_iso_continent -> Expected: cio_iso_continent | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_iso_country	cio_iso_country	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_iso_country:string	No	cio_iso_country = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_iso_country -> Expected: cio_iso_country | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_iso_region	cio_iso_region	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_iso_region:string	No	cio_iso_region = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_iso_region -> Expected: cio_iso_region | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_latitude	cio_latitude	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_latitude:string	No	cio_latitude = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_latitude -> Expected: cio_latitude | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_location_source	cio_location_source	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_location_source:string	No	cio_location_source = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_location_source -> Expected: cio_location_source | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_longitude	cio_longitude	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_longitude:string	No	cio_longitude = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 13% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_longitude -> Expected: cio_longitude | SDK or vendor plumbing. Not authored by us. No action.
geo	cio_timezone	cio_timezone	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_timezone:string	No	cio_timezone = SDK or vendor plumbing. Not authored by us. No action.	backend	customerio	observe	Media CIO 60% ; DataLabs CIO 76% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_timezone -> Expected: cio_timezone | SDK or vendor plumbing. Not authored by us. No action.
lifecycle	created_in_customerio_at	created_in_customerio_at	inc42 | datalabs | app	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	created_in_customerio_at:string	Yes	created_in_customerio_at = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 100% ; DataLabs CIO 100% ; App CIO 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: _created_in_customerio_at -> Expected: created_in_customerio_at | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences	cio_subscription_preferences	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences:string	Yes	cio_subscription_preferences = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 46% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences -> Expected: cio_subscription_preferences | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_1	cio_subscription_preferences_topics_topic_1	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_1:string	Yes	cio_subscription_preferences_topics_topic_1 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 39% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_1 -> Expected: cio_subscription_preferences_topics_topic_1 | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_2	cio_subscription_preferences_topics_topic_2	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_2:string	Yes	cio_subscription_preferences_topics_topic_2 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 40% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_2 -> Expected: cio_subscription_preferences_topics_topic_2 | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_3	cio_subscription_preferences_topics_topic_3	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_3:string	Yes	cio_subscription_preferences_topics_topic_3 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 39% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_3 -> Expected: cio_subscription_preferences_topics_topic_3 | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_4	cio_subscription_preferences_topics_topic_4	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_4:string	Yes	cio_subscription_preferences_topics_topic_4 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 44% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_4 -> Expected: cio_subscription_preferences_topics_topic_4 | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_5	cio_subscription_preferences_topics_topic_5	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_5:string	Yes	cio_subscription_preferences_topics_topic_5 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 40% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_5 -> Expected: cio_subscription_preferences_topics_topic_5 | SDK or vendor plumbing. Not authored by us. No action.
newsletter	cio_subscription_preferences_topics_topic_6	cio_subscription_preferences_topics_topic_6	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	cio_subscription_preferences_topics_topic_6:string	Yes	cio_subscription_preferences_topics_topic_6 = SDK or vendor plumbing. Not authored by us. No action.	web | backend	customerio	auto	Media CIO 40% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: Customer.io: cio_subscription_preferences.topics.topic_6 -> Expected: cio_subscription_preferences_topics_topic_6 | SDK or vendor plumbing. Not authored by us. No action.
system	is_staff	is_staff	inc42	Observation only - SDK or vendor-reserved field, no user action sets it		any	system	is_staff:string	No	is_staff = SDK or vendor plumbing. Not authored by us. No action.	web | backend	posthog	observe	Media PH 3 ; PostHog people: 3 ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: is_staff -> Expected: is_staff | SDK or vendor plumbing. Not authored by us. No action.
system	is_superuser	is_superuser	inc42	Observation only - SDK or vendor-reserved field, no user action sets it		any	system	is_superuser:string	No	is_superuser = SDK or vendor plumbing. Not authored by us. No action.	web | backend	posthog	observe	Media PH 1 ; PostHog people: 1 ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: is_superuser -> Expected: is_superuser | SDK or vendor plumbing. Not authored by us. No action.
